"","Date","Time","Calib"
"1875","2/03/2019"," 07:50:00",98.1
"1876","2/03/2019"," 07:55:00",80.4
"1877","2/03/2019"," 08:00:00",122.1
"1878","2/03/2019"," 08:05:00",212.9
"1879","2/03/2019"," 08:10:00",196.6
"1880","2/03/2019"," 08:15:00",207.5
"1881","2/03/2019"," 08:20:00",520.7
"1882","2/03/2019"," 08:25:00",405.9
"1883","2/03/2019"," 08:30:00",307.4
"1884","2/03/2019"," 08:35:00",513.5
"1885","2/03/2019"," 08:40:00",391.8
"1886","2/03/2019"," 08:45:00",467.6
"1887","2/03/2019"," 08:50:00",562.5
"1888","2/03/2019"," 08:55:00",467.6
"1889","2/03/2019"," 09:00:00",217.9
"1890","2/03/2019"," 09:05:00",494.4
"1891","2/03/2019"," 09:10:00",549.3
"1892","2/03/2019"," 09:15:00",482.6
"1893","2/03/2019"," 09:20:00",478.5
"1894","2/03/2019"," 09:25:00",623.3
"1895","2/03/2019"," 09:30:00",1153.6
"1896","2/03/2019"," 09:35:00",1237.1
"1897","2/03/2019"," 09:40:00",1364.7
"1898","2/03/2019"," 09:45:00",1253
"1899","2/03/2019"," 09:50:00",1268.5
"1900","2/03/2019"," 09:55:00",1338.8
"1901","2/03/2019"," 10:00:00",1117.3
"1902","2/03/2019"," 10:05:00",563.9
"1903","2/03/2019"," 10:10:00",521.6
"1904","2/03/2019"," 10:15:00",490.8
"1905","2/03/2019"," 10:20:00",564.3
"1906","2/03/2019"," 10:25:00",579.7
"1907","2/03/2019"," 10:30:00",911.2
"1908","2/03/2019"," 10:35:00",1481.4
"1909","2/03/2019"," 10:40:00",989.7
"1910","2/03/2019"," 10:45:00",1493.6
"1911","2/03/2019"," 10:50:00",1643.9
"1912","2/03/2019"," 10:55:00",1354.7
"1913","2/03/2019"," 11:00:00",753.2
"1914","2/03/2019"," 11:05:00",764.5
"1915","2/03/2019"," 11:10:00",625.1
"1916","2/03/2019"," 11:15:00",345.9
"1917","2/03/2019"," 11:20:00",291
"1918","2/03/2019"," 11:25:00",396.3
"1919","2/03/2019"," 11:30:00",370.5
"1920","2/03/2019"," 11:35:00",232.9
"1921","2/03/2019"," 11:40:00",344.1
"1922","2/03/2019"," 11:45:00",337.8
"1923","2/03/2019"," 11:50:00",368.2
"1924","2/03/2019"," 11:55:00",567.9
"1925","2/03/2019"," 12:00:00",880.3
"1926","2/03/2019"," 12:05:00",676.9
"1927","2/03/2019"," 12:10:00",606.5
"1928","2/03/2019"," 12:15:00",550.7
"1929","2/03/2019"," 12:20:00",623.8
"1930","2/03/2019"," 12:25:00",648.3
"1931","2/03/2019"," 12:30:00",572.9
"1932","2/03/2019"," 12:35:00",691.4
"1933","2/03/2019"," 12:40:00",787.7
"1934","2/03/2019"," 12:45:00",971.1
"1935","2/03/2019"," 12:50:00",921.6
"1936","2/03/2019"," 12:55:00",868.5
"1937","2/03/2019"," 13:00:00",924.3
"1938","2/03/2019"," 13:05:00",643.3
"1939","2/03/2019"," 13:10:00",694.6
"1940","2/03/2019"," 13:15:00",801.3
"1941","2/03/2019"," 13:20:00",782.7
"1942","2/03/2019"," 13:25:00",742.3
"1943","2/03/2019"," 13:30:00",781.8
"1944","2/03/2019"," 13:35:00",1298.4
"1945","2/03/2019"," 13:40:00",893.9
"1946","2/03/2019"," 13:45:00",700.5
"1947","2/03/2019"," 13:50:00",352.8
"1948","2/03/2019"," 13:55:00",350.9
"1949","2/03/2019"," 14:00:00",376.8
"1950","2/03/2019"," 14:05:00",257
"1951","2/03/2019"," 14:10:00",233.8
"1952","2/03/2019"," 14:15:00",284.7
"1953","2/03/2019"," 14:20:00",681
"1954","2/03/2019"," 14:25:00",257.9
"1955","2/03/2019"," 14:30:00",222.9
"1956","2/03/2019"," 14:35:00",104.4
"1957","2/03/2019"," 14:40:00",119.9
"1958","2/03/2019"," 14:45:00",212
"1959","2/03/2019"," 14:50:00",292.4
"1960","2/03/2019"," 14:55:00",226.5
"1961","2/03/2019"," 15:00:00",410
"1962","2/03/2019"," 15:05:00",330.1
"1963","2/03/2019"," 15:10:00",357.7
"1964","2/03/2019"," 15:15:00",480.3
"1965","2/03/2019"," 15:20:00",1315.7
"1966","2/03/2019"," 15:25:00",1105
"1967","2/03/2019"," 15:30:00",389.5
"1968","2/03/2019"," 15:35:00",186.1
"1969","2/03/2019"," 15:40:00",123
"1970","2/03/2019"," 15:45:00",193.4
"1971","2/03/2019"," 15:50:00",175.2
"1972","2/03/2019"," 15:55:00",232.9
"1973","2/03/2019"," 16:00:00",269.7
"1974","2/03/2019"," 16:05:00",269.2
"1975","2/03/2019"," 16:10:00",259.2
"1976","2/03/2019"," 16:15:00",250.1
"1977","2/03/2019"," 16:20:00",226.1
"1978","2/03/2019"," 16:25:00",201.6
"1979","2/03/2019"," 16:30:00",226.5
"1980","2/03/2019"," 16:35:00",257.9
"1981","2/03/2019"," 16:40:00",242.9
"1982","2/03/2019"," 16:45:00",176.6
"1983","2/03/2019"," 16:50:00",176.6
"1984","2/03/2019"," 16:55:00",158
"1985","2/03/2019"," 17:00:00",150.3
"1986","2/03/2019"," 17:05:00",123
"1987","2/03/2019"," 17:10:00",131.2
"1988","2/03/2019"," 17:15:00",144.8
"1989","2/03/2019"," 17:20:00",148
"1990","2/03/2019"," 17:25:00",108.5
"1991","2/03/2019"," 17:30:00",107.1
"1992","2/03/2019"," 17:35:00",124.8
"1993","2/03/2019"," 17:40:00",113
"1994","2/03/2019"," 17:45:00",76.7
"1995","2/03/2019"," 17:50:00",69.9
"1996","2/03/2019"," 17:55:00",49.9
"1997","2/03/2019"," 18:00:00",48.1
"1998","2/03/2019"," 18:05:00",38.1
"1999","2/03/2019"," 18:10:00",36.8
"2000","2/03/2019"," 18:15:00",27.2
"2001","2/03/2019"," 18:20:00",25
"2002","2/03/2019"," 18:25:00",27.2
"2003","2/03/2019"," 18:30:00",22.2
"2004","2/03/2019"," 18:35:00",10.4
"2005","2/03/2019"," 18:40:00",8.6
"2006","2/03/2019"," 18:45:00",6.4
"2007","2/03/2019"," 18:50:00",4.1
"2008","2/03/2019"," 18:55:00",2.3
"2009","2/03/2019"," 19:00:00",0.9
"2010","2/03/2019"," 19:05:00",0.5
"2011","2/03/2019"," 19:10:00",0
"2012","2/03/2019"," 19:15:00",0
"2013","2/03/2019"," 19:20:00",0
"2014","2/03/2019"," 19:25:00",0
"2015","2/03/2019"," 19:30:00",0
"2016","2/03/2019"," 19:35:00",0
"2017","2/03/2019"," 19:40:00",0
"2018","2/03/2019"," 19:45:00",0
"2019","2/03/2019"," 19:50:00",0
"2020","2/03/2019"," 19:55:00",0
"2021","2/03/2019"," 20:00:00",0
"2022","2/03/2019"," 20:05:00",0
"2023","2/03/2019"," 20:10:00",0
"2024","2/03/2019"," 20:15:00",0
"2025","2/03/2019"," 20:20:00",0
"2026","2/03/2019"," 20:25:00",0
"2027","2/03/2019"," 20:30:00",0
"2028","2/03/2019"," 20:35:00",0
"2029","2/03/2019"," 20:40:00",0
"2030","2/03/2019"," 20:45:00",0
"2031","2/03/2019"," 20:50:00",0
"2032","2/03/2019"," 20:55:00",0
"2033","2/03/2019"," 21:00:00",0
"2034","2/03/2019"," 21:05:00",0
"2035","2/03/2019"," 21:10:00",0
"2036","2/03/2019"," 21:15:00",0
"2037","2/03/2019"," 21:20:00",0
"2038","2/03/2019"," 21:25:00",0
"2039","2/03/2019"," 21:30:00",0
"2040","2/03/2019"," 21:35:00",0
"2041","2/03/2019"," 21:40:00",0
"2042","2/03/2019"," 21:45:00",0
"2043","2/03/2019"," 21:50:00",0
"2044","2/03/2019"," 21:55:00",0
"2045","2/03/2019"," 22:00:00",0
"2046","2/03/2019"," 22:05:00",0
"2047","2/03/2019"," 22:10:00",0
"2048","2/03/2019"," 22:15:00",0
"2049","2/03/2019"," 22:20:00",0
"2050","2/03/2019"," 22:25:00",0
"2051","2/03/2019"," 22:30:00",0
"2052","2/03/2019"," 22:35:00",0
"2053","2/03/2019"," 22:40:00",0
"2054","2/03/2019"," 22:45:00",0
"2055","2/03/2019"," 22:50:00",0
"2056","2/03/2019"," 22:55:00",0
"2057","2/03/2019"," 23:00:00",0
"2058","2/03/2019"," 23:05:00",0
"2059","2/03/2019"," 23:10:00",0
"2060","2/03/2019"," 23:15:00",0
"2061","2/03/2019"," 23:20:00",0
"2062","2/03/2019"," 23:25:00",0
"2063","2/03/2019"," 23:30:00",0
"2064","2/03/2019"," 23:35:00",0
"2065","2/03/2019"," 23:40:00",0
"2066","2/03/2019"," 23:45:00",0
"2067","2/03/2019"," 23:50:00",0
"2068","2/03/2019"," 23:55:00",0
"2069","2/03/2019"," 24:00:00",0
"2070","3/03/2019"," 00:05:00",0
"2071","3/03/2019"," 00:10:00",0
"2072","3/03/2019"," 00:15:00",0
"2073","3/03/2019"," 00:20:00",0
"2074","3/03/2019"," 00:25:00",0
"2075","3/03/2019"," 00:30:00",0
"2076","3/03/2019"," 00:35:00",0
"2077","3/03/2019"," 00:40:00",0
"2078","3/03/2019"," 00:45:00",0
"2079","3/03/2019"," 00:50:00",0
"2080","3/03/2019"," 00:55:00",0
"2081","3/03/2019"," 01:00:00",0
"2082","3/03/2019"," 01:05:00",0
"2083","3/03/2019"," 01:10:00",0
"2084","3/03/2019"," 01:15:00",0
"2085","3/03/2019"," 01:20:00",0
"2086","3/03/2019"," 01:25:00",0
"2087","3/03/2019"," 01:30:00",0
"2088","3/03/2019"," 01:35:00",0
"2089","3/03/2019"," 01:40:00",0
"2090","3/03/2019"," 01:45:00",0
"2091","3/03/2019"," 01:50:00",0
"2092","3/03/2019"," 01:55:00",0
"2093","3/03/2019"," 02:00:00",0
"2094","3/03/2019"," 02:05:00",0
"2095","3/03/2019"," 02:10:00",0
"2096","3/03/2019"," 02:15:00",0
"2097","3/03/2019"," 02:20:00",0
"2098","3/03/2019"," 02:25:00",0
"2099","3/03/2019"," 02:30:00",0
"2100","3/03/2019"," 02:35:00",0
"2101","3/03/2019"," 02:40:00",0
"2102","3/03/2019"," 02:45:00",0
"2103","3/03/2019"," 02:50:00",0
"2104","3/03/2019"," 02:55:00",0
"2105","3/03/2019"," 03:00:00",0
"2106","3/03/2019"," 03:05:00",0
"2107","3/03/2019"," 03:10:00",0
"2108","3/03/2019"," 03:15:00",0
"2109","3/03/2019"," 03:20:00",0
"2110","3/03/2019"," 03:25:00",0
"2111","3/03/2019"," 03:30:00",0
"2112","3/03/2019"," 03:35:00",0
"2113","3/03/2019"," 03:40:00",0
"2114","3/03/2019"," 03:45:00",0
"2115","3/03/2019"," 03:50:00",0
"2116","3/03/2019"," 03:55:00",0
"2117","3/03/2019"," 04:00:00",0
"2118","3/03/2019"," 04:05:00",0
"2119","3/03/2019"," 04:10:00",0
"2120","3/03/2019"," 04:15:00",0
"2121","3/03/2019"," 04:20:00",0
"2122","3/03/2019"," 04:25:00",0
"2123","3/03/2019"," 04:30:00",0
"2124","3/03/2019"," 04:35:00",0
"2125","3/03/2019"," 04:40:00",0
"2126","3/03/2019"," 04:45:00",0
"2127","3/03/2019"," 04:50:00",0
"2128","3/03/2019"," 04:55:00",0
"2129","3/03/2019"," 05:00:00",0
"2130","3/03/2019"," 05:05:00",0
"2131","3/03/2019"," 05:10:00",0
"2132","3/03/2019"," 05:15:00",0
"2133","3/03/2019"," 05:20:00",0
"2134","3/03/2019"," 05:25:00",0
"2135","3/03/2019"," 05:30:00",0
"2136","3/03/2019"," 05:35:00",0
"2137","3/03/2019"," 05:40:00",0
"2138","3/03/2019"," 05:45:00",0
"2139","3/03/2019"," 05:50:00",0
"2140","3/03/2019"," 05:55:00",0
"2141","3/03/2019"," 06:00:00",0
"2142","3/03/2019"," 06:05:00",0
"2143","3/03/2019"," 06:10:00",0
"2144","3/03/2019"," 06:15:00",1.8
"2145","3/03/2019"," 06:20:00",3.6
"2146","3/03/2019"," 06:25:00",5.9
"2147","3/03/2019"," 06:30:00",10
"2148","3/03/2019"," 06:35:00",15
"2149","3/03/2019"," 06:40:00",20
"2150","3/03/2019"," 06:45:00",22.7
"2151","3/03/2019"," 06:50:00",26.3
"2152","3/03/2019"," 06:55:00",30.4
"2153","3/03/2019"," 07:00:00",35.9
"2154","3/03/2019"," 07:05:00",46.3
"2155","3/03/2019"," 07:10:00",67.2
"2156","3/03/2019"," 07:15:00",67.2
"2157","3/03/2019"," 07:20:00",98.5
"2158","3/03/2019"," 07:25:00",85.8
"2159","3/03/2019"," 07:30:00",112.1
"2160","3/03/2019"," 07:35:00",99.9
"2161","3/03/2019"," 07:40:00",133
"2162","3/03/2019"," 07:45:00",99.9
"2163","3/03/2019"," 07:50:00",139.4
"2164","3/03/2019"," 07:55:00",120.8
"2165","3/03/2019"," 08:00:00",122.1
"2166","3/03/2019"," 08:05:00",108
"2167","3/03/2019"," 08:10:00",256.5
"2168","3/03/2019"," 08:15:00",398.6
"2169","3/03/2019"," 08:20:00",608.8
"2170","3/03/2019"," 08:25:00",554.3
"2171","3/03/2019"," 08:30:00",347.3
"2172","3/03/2019"," 08:35:00",300.5
"2173","3/03/2019"," 08:40:00",268.3
"2174","3/03/2019"," 08:45:00",303.7
"2175","3/03/2019"," 08:50:00",340.9
"2176","3/03/2019"," 08:55:00",350.9
"2177","3/03/2019"," 09:00:00",310.1
"2178","3/03/2019"," 09:05:00",337.8
"2179","3/03/2019"," 09:10:00",399.1
"2180","3/03/2019"," 09:15:00",306
"2181","3/03/2019"," 09:20:00",352.8
"2182","3/03/2019"," 09:25:00",471.2
"2183","3/03/2019"," 09:30:00",547.1
"2184","3/03/2019"," 09:35:00",351.8
"2185","3/03/2019"," 09:40:00",343.2
"2186","3/03/2019"," 09:45:00",455.8
"2187","3/03/2019"," 09:50:00",456.3
"2188","3/03/2019"," 09:55:00",451.7
"2189","3/03/2019"," 10:00:00",426.8
"2190","3/03/2019"," 10:05:00",527.5
"2191","3/03/2019"," 10:10:00",599.3
"2192","3/03/2019"," 10:15:00",559.3
"2193","3/03/2019"," 10:20:00",701.9
"2194","3/03/2019"," 10:25:00",787.2
"2195","3/03/2019"," 10:30:00",683.7
"2196","3/03/2019"," 10:35:00",680.1
"2197","3/03/2019"," 10:40:00",682.3
"2198","3/03/2019"," 10:45:00",642.4
"2199","3/03/2019"," 10:50:00",906.2
"2200","3/03/2019"," 10:55:00",1107.7
"2201","3/03/2019"," 11:00:00",1145.4
"2202","3/03/2019"," 11:05:00",675.5
"2203","3/03/2019"," 11:10:00",634.7
"2204","3/03/2019"," 11:15:00",757.3
"2205","3/03/2019"," 11:20:00",1233
"2206","3/03/2019"," 11:25:00",1807.3
"2207","3/03/2019"," 11:30:00",1125
"2208","3/03/2019"," 11:35:00",453.5
"2209","3/03/2019"," 11:40:00",472.6
"2210","3/03/2019"," 11:45:00",706.4
"2211","3/03/2019"," 11:50:00",816.7
"2212","3/03/2019"," 11:55:00",687.3
"2213","3/03/2019"," 12:00:00",646.9
"2214","3/03/2019"," 12:05:00",657.4
"2215","3/03/2019"," 12:10:00",665.6
"2216","3/03/2019"," 12:15:00",707.8
"2217","3/03/2019"," 12:20:00",839.9
"2218","3/03/2019"," 12:25:00",724.1
"2219","3/03/2019"," 12:30:00",904.4
"2220","3/03/2019"," 12:35:00",1151.8
"2221","3/03/2019"," 12:40:00",1212.2
"2222","3/03/2019"," 12:45:00",786.8
"2223","3/03/2019"," 12:50:00",758.2
"2224","3/03/2019"," 12:55:00",746.4
"2225","3/03/2019"," 13:00:00",726.8
"2226","3/03/2019"," 13:05:00",908.9
"2227","3/03/2019"," 13:10:00",761.8
"2228","3/03/2019"," 13:15:00",1194
"2229","3/03/2019"," 13:20:00",1573.1
"2230","3/03/2019"," 13:25:00",1388.8
"2231","3/03/2019"," 13:30:00",1717.4
"2232","3/03/2019"," 13:35:00",1295.7
"2233","3/03/2019"," 13:40:00",1389.2
"2234","3/03/2019"," 13:45:00",1116.8
"2235","3/03/2019"," 13:50:00",971.5
"2236","3/03/2019"," 13:55:00",873.5
"2237","3/03/2019"," 14:00:00",548
"2238","3/03/2019"," 14:05:00",599.7
"2239","3/03/2019"," 14:10:00",734.1
"2240","3/03/2019"," 14:15:00",1131.3
"2241","3/03/2019"," 14:20:00",1461.4
"2242","3/03/2019"," 14:25:00",628.3
"2243","3/03/2019"," 14:30:00",1426.9
"2244","3/03/2019"," 14:35:00",1584.4
"2245","3/03/2019"," 14:40:00",1505.9
"2246","3/03/2019"," 14:45:00",1541.3
"2247","3/03/2019"," 14:50:00",1525
"2248","3/03/2019"," 14:55:00",1505
"2249","3/03/2019"," 15:00:00",1475.9
"2250","3/03/2019"," 15:05:00",1444.6
"2251","3/03/2019"," 15:10:00",1412.4
"2252","3/03/2019"," 15:15:00",1378.3
"2253","3/03/2019"," 15:20:00",1352.4
"2254","3/03/2019"," 15:25:00",1251.2
"2255","3/03/2019"," 15:30:00",1156.8
"2256","3/03/2019"," 15:35:00",1150.9
"2257","3/03/2019"," 15:40:00",975.2
"2258","3/03/2019"," 15:45:00",730.9
"2259","3/03/2019"," 15:50:00",553.9
"2260","3/03/2019"," 15:55:00",211.6
"2261","3/03/2019"," 16:00:00",258.8
"2262","3/03/2019"," 16:05:00",356.8
"2263","3/03/2019"," 16:10:00",248.8
"2264","3/03/2019"," 16:15:00",257
"2265","3/03/2019"," 16:20:00",277.8
"2266","3/03/2019"," 16:25:00",309.6
"2267","3/03/2019"," 16:30:00",175.2
"2268","3/03/2019"," 16:35:00",89
"2269","3/03/2019"," 16:40:00",62.2
"2270","3/03/2019"," 16:45:00",118.5
"2271","3/03/2019"," 16:50:00",104.4
"2272","3/03/2019"," 16:55:00",95.3
"2273","3/03/2019"," 17:00:00",103.1
"2274","3/03/2019"," 17:05:00",272.8
"2275","3/03/2019"," 17:10:00",138.9
"2276","3/03/2019"," 17:15:00",153.4
"2277","3/03/2019"," 17:20:00",85.4
"2278","3/03/2019"," 17:25:00",133.5
"2279","3/03/2019"," 17:30:00",143
"2280","3/03/2019"," 17:35:00",108.5
"2281","3/03/2019"," 17:40:00",101.2
"2282","3/03/2019"," 17:45:00",109.4
"2283","3/03/2019"," 17:50:00",131.2
"2284","3/03/2019"," 17:55:00",83.5
"2285","3/03/2019"," 18:00:00",75.8
"2286","3/03/2019"," 18:05:00",44
"2287","3/03/2019"," 18:10:00",50.4
"2288","3/03/2019"," 18:15:00",46.8
"2289","3/03/2019"," 18:20:00",45.4
"2290","3/03/2019"," 18:25:00",34.5
"2291","3/03/2019"," 18:30:00",20.4
"2292","3/03/2019"," 18:35:00",15.9
"2293","3/03/2019"," 18:40:00",12.3
"2294","3/03/2019"," 18:45:00",8.6
"2295","3/03/2019"," 18:50:00",5.4
"2296","3/03/2019"," 18:55:00",2.7
"2297","3/03/2019"," 19:00:00",1.4
"2298","3/03/2019"," 19:05:00",0
"2299","3/03/2019"," 19:10:00",0
"2300","3/03/2019"," 19:15:00",0
"2301","3/03/2019"," 19:20:00",0
"2302","3/03/2019"," 19:25:00",0
"2303","3/03/2019"," 19:30:00",0
"2304","3/03/2019"," 19:35:00",0
"2305","3/03/2019"," 19:40:00",0
"2306","3/03/2019"," 19:45:00",0
"2307","3/03/2019"," 19:50:00",0
"2308","3/03/2019"," 19:55:00",0
"2309","3/03/2019"," 20:00:00",0
"2310","3/03/2019"," 20:05:00",0
"2311","3/03/2019"," 20:10:00",0
"2312","3/03/2019"," 20:15:00",0
"2313","3/03/2019"," 20:20:00",0
"2314","3/03/2019"," 20:25:00",0
"2315","3/03/2019"," 20:30:00",0
"2316","3/03/2019"," 20:35:00",0
"2317","3/03/2019"," 20:40:00",0
"2318","3/03/2019"," 20:45:00",0
"2319","3/03/2019"," 20:50:00",0
"2320","3/03/2019"," 20:55:00",0
"2321","3/03/2019"," 21:00:00",0
"2322","3/03/2019"," 21:05:00",0
"2323","3/03/2019"," 21:10:00",0
"2324","3/03/2019"," 21:15:00",0
"2325","3/03/2019"," 21:20:00",0
"2326","3/03/2019"," 21:25:00",0
"2327","3/03/2019"," 21:30:00",0
"2328","3/03/2019"," 21:35:00",0
"2329","3/03/2019"," 21:40:00",0
"2330","3/03/2019"," 21:45:00",0
"2331","3/03/2019"," 21:50:00",0
"2332","3/03/2019"," 21:55:00",0
"2333","3/03/2019"," 22:00:00",0
"2334","3/03/2019"," 22:05:00",0
"2335","3/03/2019"," 22:10:00",0
"2336","3/03/2019"," 22:15:00",0
"2337","3/03/2019"," 22:20:00",0
"2338","3/03/2019"," 22:25:00",0
"2339","3/03/2019"," 22:30:00",0
"2340","3/03/2019"," 22:35:00",0
"2341","3/03/2019"," 22:40:00",0
"2342","3/03/2019"," 22:45:00",0
"2343","3/03/2019"," 22:50:00",0
"2344","3/03/2019"," 22:55:00",0
"2345","3/03/2019"," 23:00:00",0
"2346","3/03/2019"," 23:05:00",0
"2347","3/03/2019"," 23:10:00",0
"2348","3/03/2019"," 23:15:00",0
"2349","3/03/2019"," 23:20:00",0
"2350","3/03/2019"," 23:25:00",0
"2351","3/03/2019"," 23:30:00",0
"2352","3/03/2019"," 23:35:00",0
"2353","3/03/2019"," 23:40:00",0
"2354","3/03/2019"," 23:45:00",0
"2355","3/03/2019"," 23:50:00",0
"2356","3/03/2019"," 23:55:00",0
"2357","3/03/2019"," 24:00:00",0
"2358","4/03/2019"," 00:05:00",0
"2359","4/03/2019"," 00:10:00",0
"2360","4/03/2019"," 00:15:00",0
"2361","4/03/2019"," 00:20:00",0
"2362","4/03/2019"," 00:25:00",0
"2363","4/03/2019"," 00:30:00",0
"2364","4/03/2019"," 00:35:00",0
"2365","4/03/2019"," 00:40:00",0
"2366","4/03/2019"," 00:45:00",0
"2367","4/03/2019"," 00:50:00",0
"2368","4/03/2019"," 00:55:00",0
"2369","4/03/2019"," 01:00:00",0
"2370","4/03/2019"," 01:05:00",0
"2371","4/03/2019"," 01:10:00",0
"2372","4/03/2019"," 01:15:00",0
"2373","4/03/2019"," 01:20:00",0
"2374","4/03/2019"," 01:25:00",0
"2375","4/03/2019"," 01:30:00",0
"2376","4/03/2019"," 01:35:00",0
"2377","4/03/2019"," 01:40:00",0
"2378","4/03/2019"," 01:45:00",0
"2379","4/03/2019"," 01:50:00",0
"2380","4/03/2019"," 01:55:00",0
"2381","4/03/2019"," 02:00:00",0
"2382","4/03/2019"," 02:05:00",0
"2383","4/03/2019"," 02:10:00",0
"2384","4/03/2019"," 02:15:00",0
"2385","4/03/2019"," 02:20:00",0
"2386","4/03/2019"," 02:25:00",0
"2387","4/03/2019"," 02:30:00",0
"2388","4/03/2019"," 02:35:00",0
"2389","4/03/2019"," 02:40:00",0
"2390","4/03/2019"," 02:45:00",0
"2391","4/03/2019"," 02:50:00",0
"2392","4/03/2019"," 02:55:00",0
"2393","4/03/2019"," 03:00:00",0
"2394","4/03/2019"," 03:05:00",0
"2395","4/03/2019"," 03:10:00",0
"2396","4/03/2019"," 03:15:00",0
"2397","4/03/2019"," 03:20:00",0
"2398","4/03/2019"," 03:25:00",0
"2399","4/03/2019"," 03:30:00",0
"2400","4/03/2019"," 03:35:00",0
"2401","4/03/2019"," 03:40:00",0
"2402","4/03/2019"," 03:45:00",0
"2403","4/03/2019"," 03:50:00",0
"2404","4/03/2019"," 03:55:00",0
"2405","4/03/2019"," 04:00:00",0
"2406","4/03/2019"," 04:05:00",0
"2407","4/03/2019"," 04:10:00",0
"2408","4/03/2019"," 04:15:00",0
"2409","4/03/2019"," 04:20:00",0
"2410","4/03/2019"," 04:25:00",0
"2411","4/03/2019"," 04:30:00",0
"2412","4/03/2019"," 04:35:00",0
"2413","4/03/2019"," 04:40:00",0
"2414","4/03/2019"," 04:45:00",0
"2415","4/03/2019"," 04:50:00",0
"2416","4/03/2019"," 04:55:00",0
"2417","4/03/2019"," 05:00:00",0
"2418","4/03/2019"," 05:05:00",0
"2419","4/03/2019"," 05:10:00",0
"2420","4/03/2019"," 05:15:00",0
"2421","4/03/2019"," 05:20:00",0
"2422","4/03/2019"," 05:25:00",0
"2423","4/03/2019"," 05:30:00",0
"2424","4/03/2019"," 05:35:00",0
"2425","4/03/2019"," 05:40:00",0
"2426","4/03/2019"," 05:45:00",0
"2427","4/03/2019"," 05:50:00",0
"2428","4/03/2019"," 05:55:00",0
"2429","4/03/2019"," 06:00:00",0
"2430","4/03/2019"," 06:05:00",0
"2431","4/03/2019"," 06:10:00",0
"2432","4/03/2019"," 06:15:00",1.8
"2433","4/03/2019"," 06:20:00",3.6
"2434","4/03/2019"," 06:25:00",6.8
"2435","4/03/2019"," 06:30:00",10.4
"2436","4/03/2019"," 06:35:00",14.5
"2437","4/03/2019"," 06:40:00",19.5
"2438","4/03/2019"," 06:45:00",24.1
"2439","4/03/2019"," 06:50:00",27.2
"2440","4/03/2019"," 06:55:00",37.2
"2441","4/03/2019"," 07:00:00",38.1
"2442","4/03/2019"," 07:05:00",48.6
"2443","4/03/2019"," 07:10:00",42.7
"2444","4/03/2019"," 07:15:00",73.1
"2445","4/03/2019"," 07:20:00",74.9
"2446","4/03/2019"," 07:25:00",102.1
"2447","4/03/2019"," 07:30:00",99.9
"2448","4/03/2019"," 07:35:00",84
"2449","4/03/2019"," 07:40:00",83.1
"2450","4/03/2019"," 07:45:00",155.3
"2451","4/03/2019"," 07:50:00",122.1
"2452","4/03/2019"," 07:55:00",130.7
"2453","4/03/2019"," 08:00:00",127.1
"2454","4/03/2019"," 08:05:00",124.8
"2455","4/03/2019"," 08:10:00",137.6
"2456","4/03/2019"," 08:15:00",333.2
"2457","4/03/2019"," 08:20:00",385.9
"2458","4/03/2019"," 08:25:00",247.9
"2459","4/03/2019"," 08:30:00",276.9
"2460","4/03/2019"," 08:35:00",288.7
"2461","4/03/2019"," 08:40:00",356.8
"2462","4/03/2019"," 08:45:00",322.8
"2463","4/03/2019"," 08:50:00",291.5
"2464","4/03/2019"," 08:55:00",413.6
"2465","4/03/2019"," 09:00:00",704.6
"2466","4/03/2019"," 09:05:00",411.8
"2467","4/03/2019"," 09:10:00",284.2
"2468","4/03/2019"," 09:15:00",247.9
"2469","4/03/2019"," 09:20:00",405.4
"2470","4/03/2019"," 09:25:00",420.4
"2471","4/03/2019"," 09:30:00",403.6
"2472","4/03/2019"," 09:35:00",424.5
"2473","4/03/2019"," 09:40:00",522.1
"2474","4/03/2019"," 09:45:00",1152.7
"2475","4/03/2019"," 09:50:00",1357
"2476","4/03/2019"," 09:55:00",1357.9
"2477","4/03/2019"," 10:00:00",388.6
"2478","4/03/2019"," 10:05:00",396.8
"2479","4/03/2019"," 10:10:00",362.3
"2480","4/03/2019"," 10:15:00",427.2
"2481","4/03/2019"," 10:20:00",423.6
"2482","4/03/2019"," 10:25:00",561.1
"2483","4/03/2019"," 10:30:00",408.6
"2484","4/03/2019"," 10:35:00",427.2
"2485","4/03/2019"," 10:40:00",576.1
"2486","4/03/2019"," 10:45:00",441.7
"2487","4/03/2019"," 10:50:00",396.3
"2488","4/03/2019"," 10:55:00",409.5
"2489","4/03/2019"," 11:00:00",477.1
"2490","4/03/2019"," 11:05:00",425.4
"2491","4/03/2019"," 11:10:00",479.9
"2492","4/03/2019"," 11:15:00",443.5
"2493","4/03/2019"," 11:20:00",424.5
"2494","4/03/2019"," 11:25:00",450.8
"2495","4/03/2019"," 11:30:00",408.6
"2496","4/03/2019"," 11:35:00",495.3
"2497","4/03/2019"," 11:40:00",394.5
"2498","4/03/2019"," 11:45:00",399.1
"2499","4/03/2019"," 11:50:00",431.3
"2500","4/03/2019"," 11:55:00",468.1
"2501","4/03/2019"," 12:00:00",449.9
"2502","4/03/2019"," 12:05:00",465.8
"2503","4/03/2019"," 12:10:00",439
"2504","4/03/2019"," 12:15:00",500.8
"2505","4/03/2019"," 12:20:00",535.7
"2506","4/03/2019"," 12:25:00",408.1
